# X, Y, Luminosity, Color
-5.6916e+00,-6.5762e+00,1.0923e+00,1.5232e+00
-3.6984e+00,1.8054e+00,1.0664e+00,1.4492e+00
1.1974e+01,-1.2042e+01,1.3020e+00,8.4141e-01
2.6264e+00,-1.3042e+01,1.4350e+00,3.6432e-01
2.5833e+01,-1.7329e+00,1.2624e+00,1.0460e+00
-2.0844e+00,2.4989e+00,1.0397e+00,1.6559e+00
-6.2071e+00,-3.0535e+00,1.3744e+00,3.8200e-01
-3.8022e-01,1.9784e+00,1.3928e+00,6.1020e-01
8.0345e-01,2.5503e+00,1.3757e+00,9.4356e-01
4.6906e+00,2.0746e+00,1.4634e+00,2.7477e-01
-3.9554e+00,-6.5372e+00,1.1500e+00,1.2668e+00
1.6772e+01,-1.1129e+01,1.0927e+00,1.5284e+00
2.5115e+00,6.7084e-01,1.2966e+00,8.9841e-01
-4.1418e+00,2.0767e+00,1.4678e+00,2.2873e-01
-4.5621e+00,-8.3044e+00,1.4526e+00,1.7445e-01
-2.9066e+00,2.7378e+00,1.3500e+00,4.6697e-01
-4.5831e+00,-7.1814e+00,1.2430e+00,1.1477e+00
-5.3154e+00,-5.3528e+00,1.3018e+00,1.0945e+00
1.3028e+00,4.8873e+00,1.2957e+00,7.9273e-01
-4.4075e+00,-7.5021e+00,1.2888e+00,1.0978e+00
-4.7284e+00,-9.1573e-01,1.4259e+00,5.7632e-01
-4.4880e+00,-6.9544e+00,9.3911e-01,1.7991e+00
1.3896e+01,-1.2043e+01,1.3428e+00,1.0649e+00
-5.0304e+00,-4.7069e+00,8.2298e-01,1.9694e+00
3.5047e+00,-1.3158e+01,1.3630e+00,5.3717e-01
2.5641e+01,-8.8095e-01,1.3719e+00,6.6688e-01
-5.6967e+00,-6.0956e+00,9.6701e-01,1.7321e+00
-6.2275e+00,-1.7779e+00,1.2917e+00,1.1306e+00
-5.4029e-01,2.4098e-01,8.2227e-01,1.8763e+00
1.3663e+00,1.9836e+00,1.3822e+00,8.5006e-01
7.2916e+00,-1.2951e+01,8.1513e-01,1.9473e+00
-5.2612e+00,-4.9788e+00,1.2690e+00,9.8890e-01
8.0071e-01,4.3235e+00,1.4141e+00,3.1886e-01
2.6998e+01,-7.6603e-01,1.3264e+00,6.1152e-01
-2.1023e+00,3.6321e+00,1.3809e+00,6.2097e-01
-5.0388e+00,-1.0294e+00,1.3045e+00,8.9209e-01
-6.6936e+00,-3.1199e+00,1.3236e+00,1.0063e+00
1.2222e+01,-1.2347e+01,1.0952e+00,1.3793e+00
8.7437e+00,-1.2796e+01,1.1452e+00,1.4613e+00
-2.4059e+00,2.9286e+00,1.4406e+00,4.4051e-01
2.3088e+00,2.6791e+00,8.0565e-01,1.9875e+00
1.6198e+00,5.2916e-01,1.3815e+00,6.8715e-01
1.9281e+01,-8.8563e+00,1.2497e+00,1.1537e+00
2.6674e+00,-1.2092e+01,1.1061e+00,1.4280e+00
2.2593e+00,2.8816e+00,1.2910e+00,8.1757e-01
-5.7847e+00,-4.6813e+00,1.2394e+00,1.0760e+00
-6.4476e+00,-1.3644e+00,1.3048e+00,1.1362e+00
6.9606e-01,8.9949e-01,1.1992e+00,1.3430e+00
2.5159e+01,-2.2299e+00,1.3274e+00,6.6614e-01
-2.3810e+00,1.1613e+00,1.3788e+00,8.9092e-01
2.0079e+01,-7.0803e+00,1.0100e+00,1.5705e+00
8.5057e+00,-1.3740e+01,8.6649e-01,1.8789e+00
3.3483e+00,5.6164e-01,1.2404e+00,1.2136e+00
-3.7371e+00,-9.5001e+00,1.4380e+00,3.4077e-01
-5.1932e+00,1.1337e+00,9.6143e-01,1.7222e+00
-3.3669e+00,5.7887e-01,1.3427e+00,1.0112e+00
1.7728e+01,-1.0048e+01,1.3542e+00,7.0417e-01
1.8735e+01,-9.5271e+00,1.3782e+00,7.0856e-01
1.7786e-01,3.6839e+00,1.3860e+00,8.9995e-01
7.2610e-01,1.7193e+00,9.4323e-01,1.7632e+00
-3.6621e+00,2.0734e+00,1.3825e+00,3.8638e-01
-2.7904e+00,-1.0614e+01,1.3764e+00,5.6868e-01
-4.0241e+00,-8.8786e+00,1.4512e+00,2.0615e-01
-1.0406e-01,3.1209e+00,1.3079e+00,6.6565e-01
1.7667e+00,4.3364e+00,1.2918e+00,1.1310e+00
1.1878e+01,-1.2308e+01,1.4903e+00,1.4831e-01
-6.4299e+00,1.7806e-01,1.3132e+00,9.0993e-01
2.1996e-01,-1.2400e+01,1.3694e+00,7.7643e-01
-5.3646e+00,-2.9957e-01,1.2277e+00,1.1314e+00
-2.9722e+00,2.2330e+00,1.1387e+00,1.4798e+00
-2.9145e-01,1.2523e+00,1.0021e+00,1.5975e+00
2.5323e+01,-1.5567e+00,1.4218e+00,3.3438e-01
-3.8071e+00,2.6029e+00,1.3780e+00,4.6203e-01
2.4267e+01,-4.0024e+00,1.3620e+00,9.3665e-01
-4.3305e+00,-4.6059e-01,1.3403e+00,7.7058e-01
-1.2234e+00,3.7110e+00,9.4962e-01,1.6783e+00
-4.0542e+00,4.3494e-01,1.4651e+00,1.4380e-01
1.1773e+00,-6.6600e-01,9.6681e-01,1.6426e+00
1.5111e+00,-2.8145e-01,1.3357e+00,7.0479e-01
-1.8890e+00,-5.2694e-01,8.5215e-01,1.8953e+00
-2.6025e+00,1.2416e+01,1.2508e+00,1.0942e+00
3.1524e+00,-7.6626e-01,1.1689e+00,1.4529e+00
-7.6685e+00,1.3664e+01,1.3882e+00,7.3655e-01
5.7436e+00,5.0364e+00,1.4637e+00,2.0955e-01
-2.2464e+01,5.7154e+00,1.4117e+00,4.2598e-01
4.6941e+00,2.2723e+00,1.2300e+00,1.0744e+00
-1.9840e+01,8.5246e+00,1.4421e+00,1.6819e-01
-3.0212e+00,1.2565e+01,1.1204e+00,1.3946e+00
2.1994e+00,-3.8388e+00,1.1195e+00,1.3221e+00
4.7421e+00,-4.1344e-02,1.2298e+00,1.3208e+00
3.1057e+00,7.5983e+00,1.2280e+00,1.0935e+00
-7.8839e+00,1.3556e+01,1.2089e+00,1.1010e+00
-2.5899e+00,5.4996e-01,1.4151e+00,5.8165e-01
5.0835e+00,5.8663e+00,8.6097e-01,1.8322e+00
-2.6820e+00,-1.2386e+00,1.3565e+00,4.7431e-01
-7.9215e-01,8.8830e-01,1.0325e+00,1.5438e+00
-2.3298e+01,5.2077e+00,1.3301e+00,8.9912e-01
-3.3929e+00,-9.1708e-01,1.4978e+00,1.4808e-01
4.1170e+00,3.7854e+00,1.2569e+00,1.0803e+00
3.5348e+00,7.1751e+00,1.3302e+00,1.0994e+00
2.2342e+00,-2.0089e+00,9.2911e-01,1.8115e+00
4.2366e-01,-1.0864e-01,1.1196e+00,1.3958e+00
3.5289e+00,6.7713e+00,8.5155e-01,1.9243e+00
7.4059e+00,4.0785e+00,1.2156e+00,1.3044e+00
5.5370e+00,5.6544e+00,1.4377e+00,2.1483e-01
-1.7752e+01,9.7601e+00,1.4708e+00,1.5382e-01
-1.0310e+00,5.0466e+00,1.2551e+00,9.3263e-01
5.5624e+00,2.7390e+00,1.1044e+00,1.4260e+00
-1.8418e-01,-3.8009e+00,1.2345e+00,1.2127e+00
-2.1480e+01,7.9339e+00,1.3111e+00,9.7663e-01
-1.5843e+00,9.6869e-02,8.7436e-01,1.8053e+00
-4.4446e-01,-2.3200e+00,1.2888e+00,9.2662e-01
7.8259e+00,3.6693e+00,1.1179e+00,1.3944e+00
1.8566e+00,1.0092e+01,1.0474e+00,1.5777e+00
3.7576e+00,9.4058e+00,1.4370e+00,3.1587e-01
1.4718e+00,1.2255e+01,1.3781e+00,6.1831e-01
4.5147e+00,-1.2029e+00,1.3469e+00,9.6523e-01
-5.8982e+00,1.3849e+01,1.3015e+00,7.2027e-01
1.2220e+00,7.5985e-01,1.2473e+00,9.5149e-01
-3.9128e-01,-3.1040e+00,1.3323e+00,7.6709e-01
-1.2526e+01,1.2395e+01,1.5223e+00,2.9823e-02
4.2389e+00,-1.5711e+00,1.3631e+00,6.0573e-01
3.7567e+00,9.0491e+00,1.5122e+00,7.7541e-02
-2.3652e+01,4.7797e+00,1.0030e+00,1.5601e+00
-2.5198e+00,1.2504e+01,1.1672e+00,1.2719e+00
7.5731e-01,-8.0909e-01,1.4045e+00,3.8410e-01
-2.2849e+01,6.5677e+00,1.3474e+00,4.8963e-01
1.7306e+00,1.2232e+00,1.4275e+00,3.7944e-01
3.9961e+00,5.5749e+00,1.2629e+00,1.1097e+00
2.2568e+00,-4.3831e+00,1.3491e+00,8.9583e-01
-1.8589e+01,1.0375e+01,1.3527e+00,5.8775e-01
-6.7388e+00,1.3169e+01,1.0280e+00,1.5105e+00
-3.2859e+00,-1.7431e+00,1.3335e+00,9.0445e-01
5.9355e+00,5.3526e+00,1.0354e+00,1.5642e+00
4.0382e-01,-2.1710e+00,1.0944e+00,1.4342e+00
4.4248e+00,5.0169e-01,1.3108e+00,1.0760e+00
4.0220e+00,-8.8511e-01,1.3214e+00,8.6205e-01
2.5779e+00,-1.7679e+00,1.3887e+00,8.1925e-01
2.1517e+00,-1.3904e+00,1.4712e+00,1.0312e-01
7.6662e+00,6.5077e+00,1.3132e+00,9.0586e-01
4.5420e-01,-1.6185e+00,1.0773e+00,1.5280e+00
-2.6636e+01,6.1855e-01,1.3549e+00,6.1379e-01
1.6413e+00,-2.7699e+00,1.4466e+00,2.7450e-01
1.8216e+00,-2.7654e+00,1.3853e+00,5.1102e-01
2.3928e+00,1.0465e+01,1.3835e+00,7.6217e-01
-2.3819e+01,3.9300e+00,1.0039e+00,1.7126e+00
3.0689e+00,8.1500e+00,1.2542e+00,1.1189e+00
-4.3814e+00,1.3181e+01,1.3119e+00,9.3763e-01
5.1018e+00,6.5510e-01,1.1365e+00,1.2896e+00
5.8286e+00,4.2959e+00,1.1758e+00,1.4426e+00
-2.2637e-02,-2.8428e-01,1.4383e+00,3.8730e-01
1.0277e+00,-1.5298e+00,1.0690e+00,1.6129e+00
3.2974e+00,1.4900e+00,1.4004e+00,3.1803e-01
-1.2018e+00,-9.1893e-01,8.2805e-01,1.9444e+00
-1.0385e+00,-3.0013e+00,1.0801e+00,1.5569e+00
2.2079e+00,9.9566e+00,9.6598e-01,1.7181e+00
1.7004e+00,-3.5945e+00,1.3828e+00,8.7385e-01
1.5881e+00,-1.8603e+00,1.2642e+00,9.0986e-01
5.5168e+00,6.9197e-01,1.4232e+00,2.3731e-01
5.1231e-01,-8.5589e-01,1.3459e+00,1.0056e+00
-1.0081e+00,-6.6891e-01,1.3357e+00,1.0903e+00
-2.5811e+00,-3.5112e-01,1.2771e+00,9.8378e-01
4.9870e+00,7.0668e+00,1.3801e+00,6.1725e-01
1.3125e+00,-4.4652e+00,1.0854e+00,1.4193e+00
5.4990e+00,7.9632e+00,1.0895e+00,1.5835e+00
-1.0350e+00,-7.7243e-01,1.3223e+00,9.2055e-01
-2.3192e+01,5.1823e+00,1.5022e+00,6.9337e-02
-8.2910e+00,1.3025e+01,1.1392e+00,1.2727e+00
-7.9831e-01,1.1883e+01,1.1504e+00,1.3190e+00
5.0102e+00,5.4638e+00,1.4089e+00,5.0408e-01
3.3351e+00,-2.0870e+00,1.1487e+00,1.3793e+00
1.1134e+00,-2.5607e+00,1.2113e+00,1.3588e+00
-2.1923e+01,6.2295e+00,1.0606e+00,1.5469e+00
-9.3068e+00,1.3342e+01,1.3493e+00,9.2254e-01
-2.1981e+01,7.4582e+00,1.2313e+00,1.0944e+00
-1.7329e+00,-4.7415e-01,1.4967e+00,6.5757e-02
5.3502e+00,8.0682e+00,1.0500e+00,1.5948e+00
6.1894e-01,-4.3282e+00,1.4138e+00,6.2544e-01
-4.7936e-01,1.9983e+00,1.1625e+00,1.3229e+00
4.4142e+00,-1.0956e+00,1.3319e+00,7.2992e-01
-3.9854e+00,-1.4141e+00,1.3479e+00,9.1664e-01
9.5274e-01,-2.6649e+00,1.4512e+00,2.6004e-01
2.9295e+00,-1.9246e+00,9.8198e-01,1.6064e+00
-2.5309e+01,1.1596e+00,1.3790e+00,5.9248e-01
2.9870e+00,9.1545e+00,1.0903e+00,1.5035e+00
-9.5716e+00,1.3017e+01,1.1254e+00,1.3960e+00
3.1313e+00,-3.0166e+00,1.4045e+00,3.7712e-01
-2.0581e-01,1.1282e+01,1.3165e+00,7.3120e-01
4.7117e+00,6.0491e+00,1.3363e+00,1.0207e+00
-2.1338e+01,7.1122e+00,1.2388e+00,1.3238e+00
1.2216e-01,-2.2262e+00,1.3573e+00,8.2145e-01
-3.6189e-01,-1.0634e+00,1.3550e+00,9.3445e-01
-4.1242e+00,-2.1898e+00,1.2260e+00,1.2848e+00
-1.1721e+01,1.1656e+01,9.2924e-01,1.7989e+00
1.6712e+00,-4.2529e-01,8.5351e-01,1.8585e+00
2.6786e+00,9.8416e+00,1.3331e+00,6.1873e-01
-2.5561e+00,-3.8959e+00,1.2007e+00,1.3539e+00
2.3115e+00,-2.4059e+00,1.2780e+00,1.1401e+00
-6.0003e+00,1.2946e+01,1.3469e+00,6.4749e-01
2.5554e+00,1.4045e-01,1.0671e+00,1.5724e+00
3.3560e+00,9.7296e+00,1.2497e+00,1.2641e+00
4.2271e+00,-1.5984e+00,1.3082e+00,1.1566e+00
7.7142e-01,-1.9639e+00,9.6854e-01,1.7022e+00
4.1938e+00,-2.0317e+00,1.0809e+00,1.4466e+00
2.4896e+00,-3.5624e+00,1.4138e+00,5.4888e-01
-6.4387e+00,1.3506e+01,1.2882e+00,1.1618e+00
2.8923e+00,-3.1043e+00,1.0932e+00,1.5321e+00
-7.7759e-02,1.3052e+01,1.0106e+00,1.5445e+00
1.2238e-01,8.4414e-01,1.4132e+00,5.7612e-01
-8.2243e+00,1.2215e+01,1.1497e+00,1.3079e+00
1.1844e+00,-2.7251e+00,1.4477e+00,3.8823e-01
3.1531e+00,6.5683e-02,1.1935e+00,1.3546e+00
-1.3952e+01,1.1408e+01,1.2116e+00,1.3474e+00
1.0286e+00,-2.1082e+00,1.3517e+00,8.7101e-01
-2.0829e+00,-4.3358e+00,1.0641e+00,1.4760e+00
1.3188e+00,-1.8897e+00,1.3235e+00,8.6606e-01
2.9009e+00,-3.0607e-01,1.0745e+00,1.4110e+00
-2.1896e+00,1.2704e+01,8.7329e-01,1.8691e+00
6.2010e+00,4.9601e+00,1.0270e+00,1.5826e+00
1.0438e+00,-3.0248e+00,1.4187e+00,3.4973e-01
-2.6262e+00,9.7561e-01,1.1135e+00,1.4546e+00
-1.4134e+00,-3.4752e+00,1.0581e+00,1.6351e+00
-2.4762e+01,3.1672e+00,1.4333e+00,5.2952e-01
1.3322e+00,1.1149e+01,1.3477e+00,7.4948e-01
5.4129e+00,2.8363e+00,1.3665e+00,5.7772e-01
6.2108e-01,-1.7721e+00,1.1453e+00,1.2702e+00
-1.5888e+01,1.1358e+01,9.3454e-01,1.7746e+00
6.7940e+00,4.2406e+00,1.3292e+00,1.0827e+00
-4.3312e+00,1.3203e+01,9.1308e-01,1.7550e+00
8.9631e-01,1.1774e+01,8.9432e-01,1.8646e+00
-2.3885e+01,4.2275e+00,1.4263e+00,5.6350e-01
-5.5285e-01,-2.3224e+00,9.0496e-01,1.8165e+00
-7.7868e-01,-3.3137e+00,1.2744e+00,9.1651e-01
-1.5629e-01,-2.4824e+00,8.2817e-01,1.8892e+00
3.6043e+00,-7.4335e-01,1.2981e+00,7.5062e-01
-1.5017e+01,1.1805e+01,1.3206e+00,6.9271e-01
5.5379e+00,2.2677e+00,1.1309e+00,1.3807e+00
-9.2032e+00,1.3174e+01,8.7329e-01,1.8533e+00
-1.9181e+01,9.8192e+00,1.2264e+00,1.1984e+00
-7.0353e-01,-3.1807e+00,9.2752e-01,1.8030e+00
6.9424e+00,4.9494e+00,1.2093e+00,1.1630e+00
4.8956e-03,-2.2394e+00,1.1569e+00,1.4594e+00
-6.0230e-01,-2.4474e+00,1.2806e+00,1.0524e+00
-1.8395e+01,1.0682e+01,1.3219e+00,6.2833e-01
-7.3853e-01,-3.3704e+00,1.2362e+00,1.0062e+00
-8.6753e-01,-5.1232e+00,1.4567e+00,1.8321e-01
2.3977e+00,-6.8450e-01,1.2857e+00,1.0393e+00
5.9570e+00,1.8045e+00,1.3394e+00,5.7554e-01
-2.2125e+01,6.2631e+00,1.2131e+00,1.1236e+00
-1.5251e+01,1.1939e+01,1.3738e+00,4.8610e-01
-7.9766e-01,-2.8960e+00,1.3989e+00,7.7881e-01
-1.1221e+00,2.3355e-01,1.1967e+00,1.3011e+00
-3.7860e-01,1.2985e+01,9.4698e-01,1.7866e+00
8.6738e-01,-1.7476e+00,1.2780e+00,1.1150e+00
4.4315e+00,-1.6108e+00,1.2936e+00,8.4997e-01
-1.6594e-01,-2.8618e+00,1.1135e+00,1.4280e+00
1.1966e+00,1.1052e+01,9.6939e-01,1.7468e+00
7.7545e-01,9.7385e-01,1.5378e+00,5.6913e-03
-2.7664e+00,1.4115e+01,1.4448e+00,1.9483e-01
5.7502e+00,4.6711e+00,1.2953e+00,9.6301e-01
-1.8890e+00,-2.2392e+00,1.0239e+00,1.6045e+00
6.5095e+00,5.9787e+00,1.2985e+00,1.0544e+00
-1.8989e-01,-1.9710e+00,1.4195e+00,6.9434e-01
-1.8402e+00,-1.8142e+00,1.0015e+00,1.7032e+00
2.6804e+00,-4.7879e-01,8.1251e-01,1.8969e+00
3.5404e+00,-9.0465e-01,1.4709e+00,1.7573e-01
-1.3466e-02,-1.4730e+00,1.1751e+00,1.1998e+00
8.6520e-01,-1.0117e+00,1.3068e+00,7.8068e-01
2.4146e+00,-2.7147e-01,1.3306e+00,5.6269e-01
2.2017e+00,-3.2664e+00,1.4460e+00,4.2236e-01
4.6610e+00,-6.2269e-01,1.0308e+00,1.5534e+00
-2.5675e+00,-1.4835e+00,8.2299e-01,1.9592e+00
3.7026e-01,5.1313e-01,1.0297e+00,1.5995e+00
6.0905e+00,5.3904e+00,1.3669e+00,7.6639e-01
5.6900e+00,6.2772e+00,1.1160e+00,1.4258e+00
7.6958e-01,2.6820e+00,1.3335e+00,1.0769e+00
-1.2651e+00,1.2048e+01,1.2534e+00,1.0205e+00
-8.8334e-01,-3.5630e+00,1.3191e+00,8.8954e-01
-5.9453e-02,-1.6378e+00,1.0526e+00,1.4972e+00
4.8305e+00,3.9531e+00,9.0925e-01,1.8041e+00
-1.8136e+00,-8.3595e-01,1.3845e+00,8.4670e-01
1.0400e-01,8.8449e-01,1.4071e+00,7.6732e-01
4.9006e+00,2.0714e+00,1.3481e+00,4.8932e-01
1.5944e+00,-9.6129e-01,1.2545e+00,1.2329e+00
-2.0465e+01,7.7716e+00,1.1614e+00,1.3693e+00
4.1758e+00,-2.1342e-01,1.0186e+00,1.6546e+00
-1.4930e+00,-2.1561e+00,1.1855e+00,1.3401e+00
-2.2642e+01,5.1279e+00,1.3706e+00,7.2420e-01
-2.4434e-01,-6.4681e-01,1.2604e+00,9.5099e-01
2.9630e+00,-1.7677e+00,1.4663e+00,1.8906e-01
-1.1155e+00,-8.0475e-01,1.4097e+00,7.1701e-01
-6.4050e-01,4.7752e-01,1.3904e+00,3.8830e-01
2.5793e+00,-2.3461e-01,1.2880e+00,9.3616e-01
1.3212e+00,-3.2088e+00,1.3270e+00,1.0829e+00
4.1166e+00,8.2307e+00,1.0643e+00,1.5818e+00
-2.1088e+01,7.5478e+00,1.2093e+00,1.0841e+00
4.1431e+00,7.0688e+00,1.2288e+00,1.3235e+00
-3.7281e+00,1.2649e+01,1.2802e+00,9.7884e-01
7.7442e-01,1.2155e+00,1.4161e+00,5.0330e-01
3.0610e+00,9.5601e+00,1.1228e+00,1.4703e+00
-2.4445e+00,-3.6512e+00,1.1434e+00,1.4116e+00
-8.1597e+00,1.2450e+01,9.5301e-01,1.6424e+00
-3.1444e+00,-4.4407e+00,1.4328e+00,5.3841e-01
-3.4176e+00,-3.6997e+00,1.1414e+00,1.4720e+00
-5.3684e+00,1.3404e+01,1.3760e+00,6.4733e-01
-2.3366e+01,6.1067e+00,8.4947e-01,1.9093e+00
-2.4506e+01,3.7925e+00,1.1591e+00,1.3090e+00
5.3800e-01,-3.9058e+00,1.3989e+00,6.9094e-01
2.2860e-01,1.1191e+00,1.1672e+00,1.2417e+00
5.5227e+00,-7.5266e-01,1.0366e+00,1.5498e+00
-2.3710e+01,4.3435e+00,1.3847e+00,6.9866e-01
3.7164e+00,-2.1277e+00,1.5152e+00,5.6651e-02
-1.6663e+01,1.0978e+01,1.0812e+00,1.5099e+00
-5.4765e-01,1.1364e+01,1.2970e+00,8.9085e-01
-2.4305e+00,1.2528e+01,1.2061e+00,1.3671e+00
6.2704e+00,5.5107e+00,1.3534e+00,6.8724e-01
-3.0277e+00,1.2596e+00,8.2371e-01,1.9450e+00
2.5603e-01,-8.3435e-01,9.1110e-01,1.7716e+00
-2.2507e+01,5.0803e+00,9.6969e-01,1.6119e+00
-2.1192e+01,6.4826e+00,9.1458e-01,1.8014e+00
-7.4674e+00,1.3887e+01,1.2742e+00,1.2138e+00
5.9402e+00,7.8869e+00,1.2827e+00,1.0785e+00
-2.6869e+01,-4.5393e-02,1.2262e+00,1.3527e+00
4.6653e+00,-6.1424e-01,1.3866e+00,5.7275e-01
7.3667e-01,-1.2749e+00,1.1602e+00,1.4124e+00
-8.1091e-01,-9.4474e-01,1.4042e+00,3.6303e-01
-1.4101e+00,2.4766e+00,1.0789e+00,1.6023e+00
-8.9073e-01,-3.0395e+00,1.3306e+00,9.9537e-01
4.1778e+00,3.8497e-01,1.4403e+00,3.6922e-01
-1.0949e+00,-7.0267e-01,8.0667e-01,1.9694e+00
6.2608e+00,4.7585e+00,1.1159e+00,1.5424e+00
-7.1546e+00,1.2815e+01,1.3953e+00,4.8877e-01
-8.7096e-02,-2.4400e+00,1.1423e+00,1.2910e+00
9.4474e-01,-2.6706e+00,1.4231e+00,3.4108e-01
5.3826e+00,-1.9867e+00,1.3514e+00,5.5670e-01
3.6441e-01,-2.3728e+00,1.4613e+00,1.9200e-01
-7.1339e-01,1.2357e+01,1.3946e+00,3.9491e-01
5.3701e+00,2.3812e+00,1.4193e+00,4.7483e-01
-1.4191e+00,-1.7811e-01,1.2200e+00,1.2360e+00
4.8511e-01,-2.8029e+00,1.4413e+00,4.8981e-01
3.6732e+00,-4.0916e+00,1.3671e+00,9.8173e-01
5.2849e+00,3.4969e-01,1.3719e+00,9.1941e-01
5.6496e+00,6.9205e+00,1.3060e+00,9.8042e-01
1.5049e+00,-4.5336e+00,1.2653e+00,9.0737e-01
4.0781e+00,-2.8756e+00,1.2992e+00,1.0060e+00
5.2233e+00,7.5671e+00,1.0761e+00,1.4275e+00
-2.0861e+00,-2.3076e+00,1.3851e+00,7.5025e-01
-2.5612e-01,-4.5298e+00,1.4121e+00,3.8273e-01
4.0566e-02,4.6311e-01,1.2586e+00,9.2881e-01
5.9390e+00,4.1047e+00,1.4438e+00,1.8059e-01
3.4422e+00,-1.3825e+00,1.3788e+00,4.5997e-01
7.0300e-01,-1.0997e+00,1.2427e+00,9.9571e-01
-1.5312e+01,1.0938e+01,1.2072e+00,1.1752e+00
-3.9918e+00,1.3360e+01,1.2288e+00,1.1744e+00
-7.4017e+00,1.3239e+01,1.3108e+00,9.2617e-01
1.7652e+00,-9.3082e-01,1.2854e+00,7.9285e-01
2.0157e+00,9.4854e+00,1.4338e+00,5.2584e-01
-1.3712e+01,1.2170e+01,1.0247e+00,1.6254e+00
-3.2350e+00,-2.7292e+00,1.3843e+00,5.2239e-01
-1.2547e+01,1.2072e+01,1.0677e+00,1.5136e+00
4.5564e+00,-1.4686e+00,1.3160e+00,8.2130e-01
5.7236e+00,-7.9980e-01,1.3793e+00,3.9588e-01
5.2873e+00,-9.6780e-01,1.3132e+00,6.6898e-01
4.7546e+00,6.8263e+00,1.4321e+00,2.3915e-01
-7.7155e+00,1.4166e+01,8.6292e-01,1.8373e+00
1.9721e+00,-1.3589e+00,1.4621e+00,1.3752e-01
-2.4117e-01,-1.1309e+00,1.4311e+00,2.2013e-01
6.3382e+00,2.2755e-01,8.0686e-01,1.9668e+00
3.6380e-01,-3.3038e+00,8.4131e-01,1.9163e+00
1.0307e+00,-3.4475e+00,1.3176e+00,6.3949e-01
-5.6758e-01,1.1634e+01,1.0645e+00,1.4838e+00
4.5162e+00,7.4435e+00,1.4240e+00,5.3316e-01
-1.6759e+00,-3.2960e-01,1.4047e+00,6.5013e-01
3.8289e+00,-4.3672e-02,1.1179e+00,1.5400e+00
5.2584e+00,6.9453e+00,8.5629e-01,1.9173e+00
4.2945e+00,8.0911e+00,1.2256e+00,1.1663e+00
-1.3573e+01,1.2027e+01,1.0052e+00,1.5549e+00
-1.3392e+00,-2.8286e+00,1.1900e+00,1.2931e+00
-7.7359e+00,1.3453e+01,1.1406e+00,1.2897e+00
-1.6239e+01,1.0490e+01,1.2196e+00,1.1835e+00
-1.9411e+00,-2.0912e+00,1.3062e+00,9.4116e-01
1.5946e-01,-2.3486e+00,1.4928e+00,5.6910e-02
-1.2409e+01,1.4011e+01,9.1969e-01,1.7339e+00
-2.4150e+01,3.6642e+00,1.3109e+00,9.2190e-01
-6.5350e+00,1.3357e+01,1.3678e+00,5.6494e-01
5.0732e+00,3.3378e+00,1.3888e+00,8.5671e-01
-7.2270e+00,-2.4343e+00,1.2423e+00,1.2098e+00
5.7919e+00,3.8545e-01,1.1797e+00,1.2863e+00
3.3062e-01,1.0219e+01,1.0182e+00,1.6544e+00
5.2350e+00,4.2773e+00,1.1353e+00,1.3587e+00
-1.1013e+00,1.2014e+01,7.8861e-01,1.9713e+00
-1.5375e+01,1.1047e+01,1.1159e+00,1.4755e+00
-1.8301e+00,-1.5622e+00,1.5262e+00,4.6768e-02
-1.4845e+01,1.2227e+01,1.3180e+00,1.0613e+00
-4.4241e+00,-2.3048e+00,8.5976e-01,1.8862e+00
1.1405e+00,-4.0036e+00,1.3920e+00,7.0317e-01
4.2039e+00,5.9725e+00,1.0840e+00,1.4581e+00
5.6912e+00,3.4233e+00,1.4247e+00,5.5988e-01
-2.9572e-01,-4.5521e+00,1.1868e+00,1.2328e+00
-1.6972e+01,1.0184e+01,1.5065e+00,6.6282e-02
3.1494e+00,8.7654e+00,1.3262e+00,7.8415e-01
-1.5780e+00,1.8521e-01,1.3869e+00,6.2731e-01
1.3587e+00,-2.5895e+00,1.5074e+00,3.3991e-02
5.8728e+00,7.8402e+00,1.2714e+00,1.1101e+00
5.5898e+00,-1.8850e+00,1.4155e+00,5.4468e-01
-4.3914e-01,-3.4721e+00,7.8324e-01,1.9739e+00
4.1932e-02,1.2494e+01,1.4709e+00,1.1382e-01
1.8102e+00,-8.5071e-01,1.2520e+00,1.0024e+00
-1.1884e+01,1.2632e+01,1.2571e+00,1.2299e+00
4.7559e+00,-2.6057e-01,1.3225e+00,6.7042e-01
6.4466e+00,1.2168e+00,1.3116e+00,6.7114e-01
-2.4497e+01,4.4822e+00,1.2813e+00,1.0176e+00
-2.4992e+01,2.8433e+00,1.3918e+00,6.2347e-01
4.8068e+00,8.2553e-01,1.3434e+00,6.3558e-01
4.9131e+00,6.7000e+00,1.3359e+00,6.9603e-01
1.6829e-02,-3.6992e-01,1.3700e+00,6.4970e-01
1.0898e-01,-1.3639e+00,1.3362e+00,7.6430e-01
1.4390e+00,-3.0650e+00,1.0528e+00,1.5963e+00
-2.2155e+01,6.9311e+00,1.4376e+00,5.1272e-01
-9.6687e-01,-1.3111e+00,1.2019e+00,1.2077e+00
3.5209e+00,-3.5313e+00,1.0738e+00,1.6152e+00
-3.8786e+00,6.7436e-02,1.3522e+00,9.5091e-01
3.3884e+00,1.0427e+01,1.4565e+00,1.5488e-01
-4.5203e+00,-1.3962e+00,1.4339e+00,4.9748e-01
